"mState.Providence","Country.Region","population"
"Austin-San Marcos, TX","United States",2000860
"Bakersfield, CA","United States",882176
"Baltimore, MD","United States",2797407
"Bangor, ME","United States",152692
"Barnstable-Yarmouth, MA","United States",214333
"Baton Rouge, LA","United States",729486
"Beaumont-Port Arthur, TX","United States",394433
"Bellingham, WA","United States",212284
"Benton Harbor, MI","United States",154636
"Bergen-Passaic, NJ","United States",1449422
"Billings, MT","United States",157048
"Biloxi-Gulfport-Pascagoula, MS","United States",389255
"Binghamton, NY","United States",246020
"Birmingham, AL","United States",1013827
"Bismarck, ND","United States",123301
"Bloomington, IN","United States",144705
"Bloomington-Normal, IL","United States",173166
"Boise City, ID","United States",641689
"Boston-Worcester-Lawrence-Lowell-Brockton, MA-NH","United States",6704728
"Boulder-Longmont, CO","United States",319372
"Brazoria, TX","United States",346312
"Bremerton, WA","United States",260131
"Brownsville-Harlingen-San Benito, TX","United States",422156
"Bryan-College Station, TX","United States",215037
"Buffalo-Niagara Falls, NY","United States",1135230
"Burlington, VT","United States",217042
"Canton-Massillon, OH","United States",402976
"Casper, WY","United States",82178
"Cedar Rapids, IA","United States",219916
"Champaign-Urbana, IL","United States",208861
"Charleston-North Charleston, SC","United States",744526
"Charleston, WV","United States",245180
"Charlotte-Gastonia-Rock Hill, NC-SC","United States",2199102
"Charlottesville, VA","United States",197697
"Chattanooga, TN-GA","United States",532965
"Cheyenne, WY","United States",97121
"Chicago, IL","United States",8679563
"Chico-Paradise, CA","United States",225411
"Cincinnati, OH-KY-IN","United States",1765863
"Clarksville-Hopkinsville, TN-KY","United States",266788
"Cleveland-Lorain-Elyria, OH","United States",2159442
"Colorado Springs, CO","United States",674471
"Columbia, MO","United States",174974
"Columbia, SC","United States",688884
"Columbus, GA-AL","United States",304988
"Columbus, OH","United States",1867805
"Corpus Christi, TX","United States",427072
"Corvallis, OR","United States",87572
"Cumberland, MD-WV","United States",99979
"Dallas, TX","United States",4786696
"Danville, VA","United States",104276
"Davenport-Rock Island-Moline, IA-IL","United States",367748
"Dayton-Springfield, OH","United States",936868
"Daytona Beach, FL","United States",623279
"Decatur, AL","United States",152680
"Decatur, IL","United States",107303
"Denver, CO","United States",2757954
"Des Moines, IA","United States",596470
"Detroit, MI","United States",4264295
"Dothan, AL","United States",153738
"Dover, DE","United States",173533
"Dubuque, IA","United States",97125
"Duluth-Superior, MN-WI","United States",244032
"Eau Claire, WI","United States",165636
"El Paso, TX","United States",835593
"Elkhart-Goshen, IN","United States",203474
"Elmira, NY","United States",87071
"Enid, OK","United States",63569
"Erie, PA","United States",278045
"Eugene-Springfield, OR","United States",362895
"Evansville-Henderson, IN-KY","United States",315693
"Fargo-Moorhead, ND-MN","United States",233836
"Fayetteville, NC","United States",323838
"Fayetteville-Springdale-Rogers, AR","United States",475149
"Flagstaff, AZ-UT","United States",146228
"Flint, MI","United States",410849
"Florence, AL","United States",146950
"Florence, SC","United States",138900
"Fort Collins-Loveland, CO","United States",333577
"Fort Lauderdale, FL","United States",1896425
"Fort Myers-Cape Coral, FL","United States",701982
"Fort Pierce-Port St. Lucie, FL","United States",454846
"Fort Smith, AR-Ok","United States",41153
"Fort Smith, AR-OK","United States",189483
"Fort Walton Beach, FL","United States",198664
"Fort Wayne, IN","United States",544019
"Fort Worth-Arlington, TX","United States",2323953
"Fresno, CA","United States",1129859
"Gadsden, AL","United States",103057
"Gainesville, FL","United States",259964
"Galveston-Texas City, TX","United States",322225
"Gary, IN","United States",655553
"Glens Falls, NY","United States",126918
"Goldsboro, NC","United States",124132
"Grand Forks, ND-MN","United States",102449
"Grand Junction, CO","United States",148513
"Grand Rapids-Muskegon-Holland, MI","United States",1203739
"Great Falls, MT","United States",82278
"Greeley, CO","United States",285174
"Green Bay, WI","United States",258718
"Greensboro--WInston-Salem--High Point, NC","United States",1478005
"Greenville, NC","United States",175842
"Greenville-Spartanburg-Anderson, SC","United States",1161742
"Hagerstown, MD","United States",149585
"Hamilton-Middletown, OH","United States",376353
"Harrisburg-Lebanon-Carlisle, PA","United States",702073
"Hartford, CT","United States",1394927
"Hattiesburg, MS","United States",136562
"Hickory-Morganton-Lenoir, NC","United States",362510
"Honolulu, HI","United States",998714
"Houma, LA","United States",212297
"Houston, TX","United States",5958847
"Huntington-Ashland, WV-KY-OH","United States",310475
"Huntsville, AL","United States",444752
"Indianapolis, IN","United States",1936255
"Iowa City, IA","United States",144251
"Jackson, MI","United States",159494
"Jackson, MS","United States",495395
"Jackson, TN","United States",115081
"Jacksonville, FL","United States",1422061
"Jacksonville, NC","United States",186311
"Jamestown, NY","United States",130779
"Janesville-Beloit, WI","United States",161448
"Jersey City, NJ","United States",674836
"Johnson City-Kingsport-Bristol, TN-VA","United States",507768
"Johnstown, PA","United States",211933
"Jonesboro, AR","United States",104354
"Joplin, MO","United States",177211
"Kalamazoo-Battle Creek, MI","United States",469654
"Kankakee, IL","United States",110879
"Kansas City, MO-Ks","United States",720324
"Kansas City, MO-KS","United States",1332151
"Kenosha, WI","United States",168437
"Killeen-Temple, TX","United States",410444
"Knoxville, TN","United States",820521
"Kokomo, IN","United States",97823
"La Crosse, WI-MN","United States",136985
"Lafayette, LA","United States",440358
"Lafayette, IN","United States",218435
"Lake Charles, LA","United States",198788
"Lakeland-WInter Haven, FL","United States",650092
"Lancaster, PA","United States",536624
"Lansing-East Lansing, MI","United States",472276
"Laredo, TX","United States",269721
"Las Cruces, NM","United States",214295
"Las Vegas, NV-AZ","United States",2362015
"Lawrence, KS","United States",118053
"Lawton, OK","United States",124648
"Lewiston-Auburn, ME","United States",107233
"Lexington, KY","United States",588359
"Lima, OH","United States",150301
"Lincoln, NE","United States",306468
"Little Rock-North Little Rock, AR","United States",703321
"Longview-Marshall, TX","United States",231457
"Los Angeles-Long Beach, CA","United States",20340584
"Louisville, KY-IN","United States",1162671
"Lubbock, TX","United States",299453
"Lynchburg, VA","United States",244536
"Macon, GA","United States",367358
"Madison, WI","United States",523643
"Mansfield, OH","United States",164013
"Mcallen-Edinburg-Mission, TX","United States",842304
"Medford-Ashland, OR","United States",212567
"Melbourne-Titusville-Palm Bay, FL","United States",568088
"Memphis, TN-AR-MS","United States",1261390
"Merced, CA","United States",268455
"Miami, FL","United States",2693117
"Middlesex-Somerset-Hunterdon, NJ","United States",1300042
"Milwaukee-Waukesha, WI","United States",1575747
"Minneapolis-St. Paul, MN-WI","United States",3456257
"Missoula, MT","United States",114181
"Mobile, AL","United States",619104
"Modesto, CA","United States",538388
"Monmouth-Ocean, NJ","United States",1217436
"Monroe, LA","United States",156761
"Montgomery, AL","United States",363334
"Muncie, IN","United States",116852
"Myrtle Beach, SC","United States",309199
"Naples, FL","United States",357305
"Nashville, TN","United States",1653871
"Nassau-Suffolk, NY","United States",2862937
"New Haven-Bridgeport-Stamford-Waterbury-Danbury, CT","United States",1807523
"New London-Norwich, CT","United States",271863
"New Orleans, LA","United States",1262888
"New York-Newark-Jersey City, NY-NJ-PA","United States",9951880
"Newark, NJ","United States",2103271
"Newburgh, NY-Pa","United States",433596
"Norfolk-Virginia Beach-Newport News, VA-NC","United States",1713445
"Oakland, CA","United States",2764960
"Ocala, FL","United States",343254
"Odessa-Midland, TX","United States",320513
"Oklahoma City, OK","United States",1340637
"Olympia, WA","United States",269536
"Omaha, NE-IA","United States",865187
"Orlando, FL","United States",2387138
"Owensboro, KY","United States",99259
"Panama City, FL","United States",181635
"Parkersburg-Marietta, WV-OH","United States",147564
"Pensacola, FL","United States",478043
"Peoria-Pekin, IL","United States",360248
"Philadelphia, PA-NJ","United States",5410714
"Phoenix-Mesa, AZ","United States",4574531
"Pine Bluff, AR","United States",71565
"Pittsburgh, PA","United States",2285993
"Pittsfield, MA","United States",127828
"Pocatello, ID","United States",83744
"Portland, ME","United States",526295
"Portland-Vancouver, OR-WA","United States",2377889
"Providence-Warwick-Pawtucket, RI","United States",1056298
"Provo-Orem, UT","United States",575205
"Pueblo, CO","United States",163591
"Punta Gorda, FL","United States",173115
"Racine, WI","United States",195080
"Raleigh-Durham-Chapel Hill, NC","United States",1786802
"Rapid City, SD","United States",108702
"Reading, PA","United States",415271
"Redding, CA","United States",179533
"Reno, NV","United States",446903
"Richland-Kennewick-Pasco, WA","United States",279116
"Richmond-Petersburg, VA","United States",1200463
"Riverside-San Bernadino, CA","United States",4489159
"Roanoke, VA","United States",253085
"Rochester, MN","United States",151436
"Rochester, NY","United States",1115843
"Rockford, IL","United States",392322
"Rocky Mount, NC","United States",148069
"Sacramento, CA","United States",2061178
"Saginaw-Bay City-Midland, MI","United States",382598
"St. Cloud, MN","United States",194418
"St. Joseph, MO","United States",106396
"St. Louis, MO-Il","United States",37786
"St. Louis, MO-IL","United States",2705908
"Salem, OR","United States",410091
"Salinas, CA","United States",433898
"Salt Lake City-Ogden, UT","United States",1687002
"San Angelo, TX","United States",118105
"San Antonio, TX","United States",2225570
"San Diego, CA","United States",3299521
"San Francisco, CA","United States",1891172
"San Jose, CA","United States",1918044
"San Luis Obispo-Atascadero-Paso Robles, CA","United States",281401
"Santa Barbara-Santa Maria-Lompoc, CA","United States",444769
"Santa Cruz-Watsonville, CA","United States",274146
"Santa Fe, NM","United States",166471
"Santa Rosa, CA","United States",502146
"Sarasota-Bradenton, FL","United States",768918
"Savannah, GA","United States",379199
"Scranton-WIlkes-Barre-Hazleton, PA","United States",624838
"Seattle-Bellevue-Everett, WA","United States",2970219
"Sharon, PA","United States",114234
"Sheboygan, WI","United States",115569
"Sherman-Denison, TX","United States",125467
"Shreveport-Bossier City, LA","United States",416656
"Sioux City, IA-NE","United States",123563
"Sioux Falls, SD","United States",238046
"South Bend, IN","United States",268441
"Spokane, WA","United States",490945
"Springfield, IL","United States",211156
"Springfield, MO","United States",408834
"Springfield, MA","United States",631982
"State College, PA","United States",160580
"Steubenville-Weirton, OH-WV","United States",120512
"Stockton-Lodi, CA","United States",726106
"Sumter, SC","United States",107480
"Syracuse, NY","United States",738746
"Tacoma, WA","United States",843954
"Tallahassee, FL","United States",332308
"Tampa-St. Petersburg-Clearwater, FL","United States",2975225
"Terre Haute, IN","United States",150091
"Texarkana, TX-AR","United States",137297
"Toledo, OH","United States",605956
"Topeka, KS","United States",178725
"Trenton, NJ","United States",371398
"Tucson, AZ","United States",1010025
"Tulsa, OK","United States",925382
"Tuscaloosa, AL","United States",203976
"Tyler, TX","United States",222936
"Utica-Rome, NY","United States",295600
"Vallejo-Farifield-Napa, CA","United States",578548
"Ventura, CA","United States",850536
"Victoria, TX","United States",92382
"Vineland-Millville-Bridgeton, NJ","United States",155854
"Visalia-Tulare-Porterville, CA","United States",459863
"Waco, TX","United States",245671
"Washington, DC-MD-VA-WV","United States",6227722
"Waterloo-Cedar Falls, IA","United States",133455
"Wausau, WI","United States",135868
"West Palm Beach-Boca Raton, FL","United States",1422789
"Wheeling, WV-OH","United States",144198
"Wichita, KS","United States",613388
"Wichita Falls, TX","United States",140420
"Williamsport, PA","United States",116048
"Wilmington-Newark, DE-MD","United States",659161
"Wilmington, NC","United States",343123
"Yakima, WA","United States",248830
"Yolo, CA","United States",213016
"York, PA","United States",442867
"Youngstown-Warren, OH","United States",540457
"Yuba City, CA","United States",170955
"Yuma, AZ","United States",204275
"Aguascalientes","Mexico",1434635
"Baja California","Mexico",3634868
"Baja California Sur","Mexico",804708
"Campeche","Mexico",1000617
"Chiapas","Mexico",5730367
"Chihuahua","Mexico",3801487
"Distrito Federal","Mexico",9018645
"Coahuila","Mexico",3218720
"Colima","Mexico",785153
"Durango","Mexico",1868996
"Guanajuato","Mexico",6228175
"Guerrero","Mexico",3657048
"Hidalgo","Mexico",3086414
"Jalisco","Mexico",8409693
"Mexico (State)","Mexico",17427790
"Michoacan","Mexico",4825401
"Morelos","Mexico",2044058
"Nayarit","Mexico",1288571
"Nuevo Leon","Mexico",5610153
"Oaxaca","Mexico",4143593
"Puebla","Mexico",6604451
"Queretaro","Mexico",2279637
"Quintana Roo","Mexico",1723259
"San Luis Potosi","Mexico",2866142
"Sinaloa","Mexico",3156674
"Sonora","Mexico",3074745
"Tabasco","Mexico",2572287
"Tamaulipas","Mexico",3650602
"Tlaxcala","Mexico",1380011
"Veracruz","Mexico",8539862
"Yucatan","Mexico",2259098
"Zacatecas","Mexico",1666426
