"state_abb","policy_long","policy","start_date","end_date","exp_start_date","exp_end_date","Prop_Reduction_Mild_Trans","Prop_Reduction_Severe_Trans","Prop_Reduction_Death","Country.Region","state","Details","Category"
"PA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Philadelphia, PA-NJ",NA,NA
"AZ","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Large Gatherings Ban","G",2020-03-15,2020-05-15,NA,NA,0.2,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Bar/Restaurant Limits","R",2020-03-20,2020-05-11,NA,NA,0.1,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Non-Essential Business Closures","B",2020-03-31,2020-05-08,NA,NA,0.4,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Stay At Home Order","H",2020-03-31,2020-05-15,NA,NA,0.7,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AZ","Reopening Plan Reversal","U",2020-06-29,NA,NA,NA,0.075,0,0,"United States","Phoenix-Mesa, AZ",NA,NA
"AR","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Large Gatherings Ban","G",2020-03-26,2020-06-15,NA,NA,0.2,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Bar/Restaurant Limits","R",2020-03-19,2020-05-11,NA,NA,0.1,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Non-Essential Business Closures","B",2020-03-25,2020-05-04,NA,NA,0.4,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Mandatory Masks","M",2020-05-11,NA,NA,NA,0.05,0,0,"United States","Pine Bluff, AR",NA,NA
"AR","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pine Bluff, AR",NA,NA
"PA","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Non-Essential Business Closures","B",2020-03-19,2020-06-05,NA,NA,0.4,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Stay At Home Order","H",2020-03-23,2020-06-05,NA,NA,0.7,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Mandatory Masks","M",2020-04-19,NA,NA,NA,0.05,0,0,"United States","Pittsburgh, PA",NA,NA
"PA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pittsburgh, PA",NA,NA
"MA","State-Mandated School Closures","S",2020-03-15,NA,NA,NA,0.2,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Large Gatherings Ban","G",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Bar/Restaurant Limits","R",2020-03-15,2020-06-22,NA,NA,0.1,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Non-Essential Business Closures","B",2020-03-24,2020-05-19,NA,NA,0.4,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Stay At Home Order","H",2020-03-24,2020-05-18,NA,NA,0.7,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Mandatory Masks","M",2020-05-06,NA,NA,NA,0.05,0,0,"United States","Pittsfield, MA",NA,NA
"MA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pittsfield, MA",NA,NA
"ID","State-Mandated School Closures","S",2020-03-25,NA,NA,NA,0.2,0,0,"United States","Pocatello, ID",NA,NA
"ID","Large Gatherings Ban","G",2020-03-25,2020-06-13,NA,NA,0.2,0,0,"United States","Pocatello, ID",NA,NA
"ID","Bar/Restaurant Limits","R",2020-03-25,2020-05-16,NA,NA,0.1,0,0,"United States","Pocatello, ID",NA,NA
"ID","Non-Essential Business Closures","B",2020-03-25,2020-05-01,NA,NA,0.4,0,0,"United States","Pocatello, ID",NA,NA
"ID","Stay At Home Order","H",2020-03-25,2020-05-01,NA,NA,0.7,0,0,"United States","Pocatello, ID",NA,NA
"ID","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Pocatello, ID",NA,NA
"ID","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Pocatello, ID",NA,NA
"OR","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Large Gatherings Ban","G",2020-03-11,NA,NA,NA,0.2,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Bar/Restaurant Limits","R",2020-03-17,2020-06-19,NA,NA,0.1,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Non-Essential Business Closures","B",2020-03-23,2020-05-15,NA,NA,0.4,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Stay At Home Order","H",2020-03-24,2020-06-19,NA,NA,0.7,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Mandatory Masks","M",2020-05-07,NA,NA,NA,0.05,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"OR","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Portland-Vancouver, OR-WA",NA,NA
"ME","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Portland, ME",NA,NA
"ME","Large Gatherings Ban","G",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Portland, ME",NA,NA
"ME","Bar/Restaurant Limits","R",2020-03-18,2020-06-17,NA,NA,0.1,0,0,"United States","Portland, ME",NA,NA
"ME","Non-Essential Business Closures","B",2020-03-25,2020-06-01,NA,NA,0.4,0,0,"United States","Portland, ME",NA,NA
"ME","Stay At Home Order","H",2020-04-02,2020-06-01,NA,NA,0.7,0,0,"United States","Portland, ME",NA,NA
"ME","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Portland, ME",NA,NA
"ME","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Portland, ME",NA,NA
"RI","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Large Gatherings Ban","G",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Bar/Restaurant Limits","R",2020-03-17,2020-06-01,NA,NA,0.1,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Non-Essential Business Closures","B",2020-03-30,2020-05-09,NA,NA,0.4,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Stay At Home Order","H",2020-03-28,2020-05-09,NA,NA,0.7,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Mandatory Masks","M",2020-05-08,NA,NA,NA,0.05,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"RI","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Providence-Warwick-Pawtucket, RI",NA,NA
"UT","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Large Gatherings Ban","G",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Bar/Restaurant Limits","R",2020-03-18,2020-05-01,NA,NA,0.1,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Non-Essential Business Closures","B",NA,2020-05-01,NA,NA,0.4,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Mandatory Masks","M",2020-05-02,NA,NA,NA,0.05,0,0,"United States","Provo-Orem, UT",NA,NA
"UT","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Provo-Orem, UT",NA,NA
"CO","State-Mandated School Closures","S",2020-03-23,NA,NA,NA,0.2,0,0,"United States","Pueblo, CO",NA,NA
"CO","Large Gatherings Ban","G",2020-03-19,2020-06-19,NA,NA,0.2,0,0,"United States","Pueblo, CO",NA,NA
"CO","Bar/Restaurant Limits","R",2020-03-17,2020-05-27,NA,NA,0.1,0,0,"United States","Pueblo, CO",NA,NA
"CO","Non-Essential Business Closures","B",2020-03-22,2020-05-01,NA,NA,0.4,0,0,"United States","Pueblo, CO",NA,NA
"CO","Stay At Home Order","H",2020-03-25,2020-04-27,NA,NA,0.7,0,0,"United States","Pueblo, CO",NA,NA
"CO","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","Pueblo, CO",NA,NA
"CO","Reopening Plan Reversal","U",2020-06-01,NA,NA,NA,0.075,0,0,"United States","Pueblo, CO",NA,NA
"FL","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Large Gatherings Ban","G",2020-03-17,NA,NA,NA,0.2,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Bar/Restaurant Limits","R",2020-03-20,2020-05-18,NA,NA,0.1,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Non-Essential Business Closures","B",2020-04-03,2020-05-18,NA,NA,0.4,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Stay At Home Order","H",2020-04-01,2020-05-18,NA,NA,0.7,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Punta Gorda, FL",NA,NA
"FL","Reopening Plan Reversal","U",2020-06-26,NA,NA,NA,0.075,0,0,"United States","Punta Gorda, FL",NA,NA
"WI","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Racine, WI",NA,NA
"WI","Large Gatherings Ban","G",2020-03-16,2020-05-13,NA,NA,0.2,0,0,"United States","Racine, WI",NA,NA
"WI","Bar/Restaurant Limits","R",2020-03-17,2020-05-13,NA,NA,0.1,0,0,"United States","Racine, WI",NA,NA
"WI","Non-Essential Business Closures","B",2020-03-24,2020-05-13,NA,NA,0.4,0,0,"United States","Racine, WI",NA,NA
"WI","Stay At Home Order","H",2020-03-24,2020-05-13,NA,NA,0.7,0,0,"United States","Racine, WI",NA,NA
"WI","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Racine, WI",NA,NA
"WI","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Racine, WI",NA,NA
"NC","State-Mandated School Closures","S",2020-03-14,NA,NA,NA,0.2,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Large Gatherings Ban","G",2020-03-14,NA,NA,NA,0.2,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Bar/Restaurant Limits","R",2020-03-17,2020-05-22,NA,NA,0.1,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Non-Essential Business Closures","B",2020-03-27,2020-05-08,NA,NA,0.4,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Stay At Home Order","H",2020-03-27,2020-05-22,NA,NA,0.7,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Mandatory Masks","M",2020-06-26,NA,NA,NA,0.05,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"NC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Raleigh-Durham-Chapel Hill, NC",NA,NA
"SD","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Rapid City, SD",NA,NA
"SD","Large Gatherings Ban","G",2020-03-23,2020-06-01,NA,NA,0.2,0,0,"United States","Rapid City, SD",NA,NA
"SD","Bar/Restaurant Limits","R",NA,NA,NA,NA,0.1,0,0,"United States","Rapid City, SD",NA,NA
"SD","Non-Essential Business Closures","B",NA,NA,NA,NA,0.4,0,0,"United States","Rapid City, SD",NA,NA
"SD","Stay At Home Order","H",NA,NA,NA,NA,0.7,0,0,"United States","Rapid City, SD",NA,NA
"SD","Mandatory Masks","M",NA,NA,NA,NA,0.05,0,0,"United States","Rapid City, SD",NA,NA
"SD","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rapid City, SD",NA,NA
"PA","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Reading, PA",NA,NA
"PA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Reading, PA",NA,NA
"PA","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Reading, PA",NA,NA
"PA","Non-Essential Business Closures","B",2020-03-19,2020-06-05,NA,NA,0.4,0,0,"United States","Reading, PA",NA,NA
"PA","Stay At Home Order","H",2020-03-23,2020-06-05,NA,NA,0.7,0,0,"United States","Reading, PA",NA,NA
"PA","Mandatory Masks","M",2020-04-19,NA,NA,NA,0.05,0,0,"United States","Reading, PA",NA,NA
"PA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Reading, PA",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Redding, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Redding, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Redding, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Redding, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Redding, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Redding, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Redding, CA",NA,NA
"NV","State-Mandated School Closures","S",2020-03-15,NA,NA,NA,0.2,0,0,"United States","Reno, NV",NA,NA
"NV","Large Gatherings Ban","G",2020-03-15,NA,NA,NA,0.2,0,0,"United States","Reno, NV",NA,NA
"NV","Bar/Restaurant Limits","R",2020-03-18,2020-05-09,NA,NA,0.1,0,0,"United States","Reno, NV",NA,NA
"NV","Non-Essential Business Closures","B",2020-03-20,2020-05-09,NA,NA,0.4,0,0,"United States","Reno, NV",NA,NA
"NV","Stay At Home Order","H",2020-04-01,2020-05-09,NA,NA,0.7,0,0,"United States","Reno, NV",NA,NA
"NV","Mandatory Masks","M",2020-06-26,NA,NA,NA,0.05,0,0,"United States","Reno, NV",NA,NA
"NV","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Reno, NV",NA,NA
"WA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Large Gatherings Ban","G",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Bar/Restaurant Limits","R",2020-03-16,2020-06-05,NA,NA,0.1,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Non-Essential Business Closures","B",2020-03-25,2020-06-01,NA,NA,0.4,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Stay At Home Order","H",2020-03-23,2020-06-01,NA,NA,0.7,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Mandatory Masks","M",2020-06-08,NA,NA,NA,0.05,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"WA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Richland-Kennewick-Pasco, WA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Richmond-Petersburg, VA",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Riverside-San Bernadino, CA",NA,NA
"VA","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Roanoke, VA",NA,NA
"VA","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Roanoke, VA",NA,NA
"VA","Bar/Restaurant Limits","R",2020-03-24,2020-06-12,NA,NA,0.1,0,0,"United States","Roanoke, VA",NA,NA
"VA","Non-Essential Business Closures","B",2020-03-24,2020-05-29,NA,NA,0.4,0,0,"United States","Roanoke, VA",NA,NA
"VA","Stay At Home Order","H",2020-03-30,2020-05-29,NA,NA,0.7,0,0,"United States","Roanoke, VA",NA,NA
"VA","Mandatory Masks","M",2020-05-27,NA,NA,NA,0.05,0,0,"United States","Roanoke, VA",NA,NA
"VA","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Roanoke, VA",NA,NA
"MN","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Rochester, MN",NA,NA
"MN","Large Gatherings Ban","G",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Rochester, MN",NA,NA
"MN","Bar/Restaurant Limits","R",2020-03-17,2020-06-09,NA,NA,0.1,0,0,"United States","Rochester, MN",NA,NA
"MN","Non-Essential Business Closures","B",2020-03-27,2020-05-18,NA,NA,0.4,0,0,"United States","Rochester, MN",NA,NA
"MN","Stay At Home Order","H",2020-03-27,2020-05-18,NA,NA,0.7,0,0,"United States","Rochester, MN",NA,NA
"MN","Mandatory Masks","M",2020-05-26,NA,NA,NA,0.05,0,0,"United States","Rochester, MN",NA,NA
"MN","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rochester, MN",NA,NA
"NY","State-Mandated School Closures","S",2020-03-18,NA,NA,NA,0.2,0,0,"United States","Rochester, NY",NA,NA
"NY","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Rochester, NY",NA,NA
"NY","Bar/Restaurant Limits","R",2020-03-16,NA,NA,NA,0.1,0,0,"United States","Rochester, NY",NA,NA
"NY","Non-Essential Business Closures","B",2020-03-22,2020-06-08,NA,NA,0.4,0,0,"United States","Rochester, NY",NA,NA
"NY","Stay At Home Order","H",2020-03-22,2020-06-08,NA,NA,0.7,0,0,"United States","Rochester, NY",NA,NA
"NY","Mandatory Masks","M",2020-04-15,NA,NA,NA,0.05,0,0,"United States","Rochester, NY",NA,NA
"NY","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rochester, NY",NA,NA
"IL","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Rockford, IL",NA,NA
"IL","Large Gatherings Ban","G",2020-03-21,NA,NA,NA,0.2,0,0,"United States","Rockford, IL",NA,NA
"IL","Bar/Restaurant Limits","R",2020-03-16,2020-06-26,NA,NA,0.1,0,0,"United States","Rockford, IL",NA,NA
"IL","Non-Essential Business Closures","B",2020-03-21,2020-05-29,NA,NA,0.4,0,0,"United States","Rockford, IL",NA,NA
"IL","Stay At Home Order","H",2020-03-21,2020-05-29,NA,NA,0.7,0,0,"United States","Rockford, IL",NA,NA
"IL","Mandatory Masks","M",2020-05-01,NA,NA,NA,0.05,0,0,"United States","Rockford, IL",NA,NA
"IL","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rockford, IL",NA,NA
"NC","State-Mandated School Closures","S",2020-03-14,NA,NA,NA,0.2,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Large Gatherings Ban","G",2020-03-14,NA,NA,NA,0.2,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Bar/Restaurant Limits","R",2020-03-17,2020-05-22,NA,NA,0.1,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Non-Essential Business Closures","B",2020-03-27,2020-05-08,NA,NA,0.4,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Stay At Home Order","H",2020-03-27,2020-05-22,NA,NA,0.7,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Mandatory Masks","M",2020-06-26,NA,NA,NA,0.05,0,0,"United States","Rocky Mount, NC",NA,NA
"NC","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Rocky Mount, NC",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Sacramento, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Sacramento, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Sacramento, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Sacramento, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Sacramento, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Sacramento, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Sacramento, CA",NA,NA
"MI","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Large Gatherings Ban","G",2020-03-24,NA,NA,NA,0.2,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Bar/Restaurant Limits","R",2020-03-16,2020-06-08,NA,NA,0.1,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Non-Essential Business Closures","B",2020-03-24,2020-05-26,NA,NA,0.4,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Stay At Home Order","H",2020-03-24,2020-06-01,NA,NA,0.7,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Mandatory Masks","M",2020-04-26,NA,NA,NA,0.05,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"MI","Reopening Plan Reversal","U",2020-06-01,NA,NA,NA,0.075,0,0,"United States","Saginaw-Bay City-Midland, MI",NA,NA
"OR","State-Mandated School Closures","S",2020-03-16,NA,NA,NA,0.2,0,0,"United States","Salem, OR",NA,NA
"OR","Large Gatherings Ban","G",2020-03-11,NA,NA,NA,0.2,0,0,"United States","Salem, OR",NA,NA
"OR","Bar/Restaurant Limits","R",2020-03-17,2020-06-19,NA,NA,0.1,0,0,"United States","Salem, OR",NA,NA
"OR","Non-Essential Business Closures","B",2020-03-23,2020-05-15,NA,NA,0.4,0,0,"United States","Salem, OR",NA,NA
"OR","Stay At Home Order","H",2020-03-24,2020-06-19,NA,NA,0.7,0,0,"United States","Salem, OR",NA,NA
"OR","Mandatory Masks","M",2020-05-07,NA,NA,NA,0.05,0,0,"United States","Salem, OR",NA,NA
"OR","Reopening Plan Reversal","U",NA,NA,NA,NA,0.075,0,0,"United States","Salem, OR",NA,NA
"CA","State-Mandated School Closures","S",2020-03-19,NA,NA,NA,0.2,0,0,"United States","Salinas, CA",NA,NA
"CA","Large Gatherings Ban","G",2020-03-12,NA,NA,NA,0.2,0,0,"United States","Salinas, CA",NA,NA
"CA","Bar/Restaurant Limits","R",2020-03-15,NA,NA,NA,0.1,0,0,"United States","Salinas, CA",NA,NA
"CA","Non-Essential Business Closures","B",2020-03-19,2020-05-25,NA,NA,0.4,0,0,"United States","Salinas, CA",NA,NA
"CA","Stay At Home Order","H",2020-03-19,NA,NA,NA,0.7,0,0,"United States","Salinas, CA",NA,NA
"CA","Mandatory Masks","M",2020-05-09,NA,NA,NA,0.05,0,0,"United States","Salinas, CA",NA,NA
"CA","Reopening Plan Reversal","U",2020-06-30,NA,NA,NA,0.075,0,0,"United States","Salinas, CA",NA,NA
"UT","State-Mandated School Closures","S",2020-03-13,NA,NA,NA,0.2,0,0,"United States","Salt Lake City-Ogden, UT",NA,NA
